UniqueCount	AmbigCount
0	4259
0	3341
0	3044
0	3424
3	1789
1	2451
0	2971
0	3715
0	3762
0	3993
2	4116
0	3568
0	3697
1	4059
0	4029
0	3789
0	4249
0	4127
0	2982
0	3375
0	3677
0	4060
0	4115
0	3878
0	4168
0	3413
1	3541
0	3671
0	3903
0	4042
0	3653
0	3549
0	2970
0	3591
0	3318
0	3470
0	3680
0	3685
0	3684
0	3506
0	3517
0	4095
0	3770
0	3279
0	3256
0	3226
0	3607
0	1483
0	3605
0	3624
0	3382
0	1826
0	3617
0	3878
0	3170
0	3232
0	3878
0	3952
0	3155
0	3571
0	3531
0	3235
1	3191
0	2820
0	1732
0	2865
0	2743
0	2222
1	21
20	2616
0	2626
0	2661
0	2114
0	1708
0	2131
0	793
0	1963
0	1401
2	18
0	870
10	13
0	560
16	1
3	43
4	1356
1	989
0	384
0	667
0	1558
0	598
0	492
0	448
0	65
1	64
0	248
0	334
0	14
0	309
0	403
0	213
0	330
0	140
0	452
0	836
0	247
0	794
0	778
0	292
0	804
0	845
0	290
0	258
0	137
0	75
0	18
0	114
0	26
0	46
0	128
0	126
1	101
0	557
0	47
0	38
0	79
0	72
0	604
0	77
0	80
0	550
0	20
0	11
0	13
0	259
0	3
0	386
1	0
0	483
0	1106
0	152
0	190
0	199
0	205
0	202
0	386
0	905
0	903
0	164
0	357
0	133
0	151
0	312
6	52
0	84
0	124
0	122
0	134
4	319
54	779
0	24
38	762
11	61
0	186
0	209
0	202
0	192
0	168
0	189
0	186
5	258
0	0
0	0
0	0
0	0
0	2394
0	48
0	1838
5	2022
0	1490
0	1354
6	1237
0	536
0	780
0	780
11	82
0	436
4	433
0	263
1	2397
0	0
0	0
0	0
0	2
0	3
0	3
0	0
0	0
0	0
0	0
0	0
36	115
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	75
0	140
0	153
123	213
2	79
0	26
0	15
0	118
0	143
0	0
0	20
0	19
0	12
0	12
1	9
0	3
0	0
0	1
0	0
0	0
0	0
18	26
0	64
0	3
0	77
0	75
0	0
0	0
0	0
0	0
0	0
0	159
1	1836
0	1138
1	253
0	1112
13	121
0	65
1	1934
0	148
0	236
0	1114
10	0
0	324
12	1218
15	44
1	83
0	1937
7	0
16	0
0	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	45
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
93267	3257
86193	22492
331660	79170
92474	1522
5630	50
42128	9467
125974	3135
25979	133
25925	117
227782	1159
111023	546
1646	21
82479	386
0	0
79	1267
8	104
1	0
0	0
0	163
1	12
0	0
0	0
0	0
0	0
0	0
0	0
0	357
0	401
0	420
0	120
0	128
0	104
0	85
1	52
0	70
140	599
7	604
0	530
1	355
29	178
2	89
0	96
0	0
0	0
0	0
0	0
2	34
0	1
0	12
0	6
0	9
0	34
91	190
2	168
9	7
0	113
0	93
4593	26
0	0
1	0
0	0
0	1
0	1
0	1
0	0
0	0
0	1
2167	524
0	206
0	409
0	71
0	60
0	374
0	62
0	55
0	373
10	18
27	75
0	791
1	871
50	693
1943	8
0	52
0	6
0	52
48	52
0	52
0	6
0	5
241	60
1	52
0	8
0	115
1	346
0	125
17	132
0	351
0	104
0	348
0	293
0	256
0	110
1	5
1	7
0	4
0	78
0	48298
10	1723
0	46756
34	9066
211	30126
16	34488
26	41565
0	45729
11	30576
0	18348
3	22304
0	27232
5	27729
0	33309
20	17421
0	23599
1	18369
2	17306
0	19121
3	10834
0	9805
0	8289
0	9388
0	7562
0	4977
0	291
0	46749
0	0
0	0
0	0
0	0
6	226
1	235
0	34
1	19
1	16
2	1549
0	1373
0	1554
104	908
0	830
6	199
0	31
1	131
0	1491
0	817
0	11
0	4
2	7
0	4
1	8
0	1
0	3
2	3
0	2
0	0
0	0
0	0
0	0
6	82
23	2723
0	658
1	8
0	876
0	879
0	808
1	65
0	16
0	9
0	195
0	2583
0	2586
0	2515
1	195
0	1802
2	1755
4	11
0	51
6	86
0	234
0	233
0	234
0	126
0	172
0	127
2	292
6	304
0	19
1	290
3	27
15	44
1081	1060
0	8
0	1056
2	162
1	429
1	2077
0	2111
5	62
1	335
1	61
6	166
0	168
0	58
2	190
1	149
0	85
0	110
0	87
3	60
0	693
0	752
0	693
34	19
0	15
0	220
0	61
0	214
1	220
14	173
0	136
0	181
0	189
0	88
0	172
0	58
0	55
0	19
0	180
0	214
1	23
0	159
4	49
0	50
0	29
0	202
0	49
0	68
0	24
0	95
0	0
0	0
0	0
0	0
0	0
155	468
50	424
6	128
0	205
0	78
1	174
0	92
0	3322
99	832
0	3374
0	1230
0	260
1	135
306	2893
0	85
74	140
0	1496
4	2483
0	2674
104	16
0	54
18	2504
4	55
1	30
0	863
1	853
0	831
0	613
0	425
0	401
3	238
1	58
0	57
0	40
0	33
7	33
5	22
0	13
0	1
0	0
0	0
0	0
0	0
0	0
4	205
412	183
0	173
7	220
0	10
5	9
0	88
0	2
0	28
0	10
3	143
0	30
0	32
13	30
0	10
3	0
0	0
4	0
0	0
0	0
1	0
0	0
0	0
8	1003
279	895
0	877
14	728
0	75
0	866
0	827
0	863
0	847
0	823
0	814
0	777
0	721
0	835
0	704
0	184
0	783
0	713
0	818
0	788
0	768
0	790
0	709
0	721
0	587
2	310
0	730
0	415
0	658
0	698
0	659
27	671
0	24
2	631
0	4
0	50
0	415
0	340
0	341
0	316
0	107
1	249
0	280
0	250
1	186
0	76
0	95
0	128
0	125
0	60
0	61
0	27
0	11
0	14
0	299
0	452
8	2
0	2
0	0
0	1
146	1
0	1963
0	1795
2	18
0	44
0	187
0	66
0	130
0	103
0	185
2	168
4	60
0	324
0	264
0	264
0	82
0	15
0	41
0	389
9	109
21	382
3	48
1	369
0	44
0	265
11	114
0	94
0	19
6	19
0	311
0	398
0	391
0	342
2	368
5	185
5	79
168	509
0	126
42	288
3	240
9	93
25	13
3030	39885
138	39869
7	2440
1	2387
18	2447
202	46
0	26
18	85
0	2418
1196	15020
5	4938
0	933
13	9021
0	146
16	7245
0	11
1	246
12	325
4	105
226	321
0	220
0	185
1	26
3	389
3	452
0	0
0	9
0	0
0	9
0	0
0	9
0	9
1	9
0	9
0	0
12	101
0	77
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	186
7	159
0	76
16	14
0	14
0	501
1	1777
9	1009
8	1152
12	1883
0	1873
4	222
1	289
3	213
0	268
0	70
4	138
4	163
0	111
0	46
0	71
4	21
0	966
0	833
0	481
0	737
0	809
1	13170
0	1364
0	13252
0	1995
0	1615
0	659
0	12971
0	1083
0	6943
0	579
0	695
0	1057
0	745
0	441
0	6531
0	551
0	665
0	582
0	1270
4	605
0	1006
3	906
0	1232
0	322
0	715
0	8682
1	1036
0	1088
0	756
0	1433
16	160
0	13472
0	685
1	912
6	657
1	966
0	490
0	1424
1	1173
0	878
0	580
0	1721
0	1198
0	857
0	829
0	1167
21	123
0	744
1	12878
0	1085
0	1425
0	102
0	1252
0	808
0	1034
0	974
0	1590
0	2685
0	13115
0	699
0	555
0	748
0	793
0	12870
0	13146
0	12435
0	496
0	1996
0	1033
0	611
0	515
0	617
0	343
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
3	75
0	0
3	70
0	1
0	8
2	26
0	23
3	128
1	421
0	414
3	342
10	1183
23	41
0	1185
0	1178
2	1177
0	205
3	1175
1	1167
33	1228
0	324
18	286
14	316
1	660
6	509
0	262
0	477
1	243
9	373
0	373
0	150
0	277
0	84
0	192
0	50
249	269
2	248
21	135
0	221
0	218
0	64
1	37
5	42
0	25
0	17
1	5
2119	581
0	563
0	375
3	370
2	63
5	49
29	17060
20	10832
0	214
0	300
19	1101
8	132
9	441
9	75
19	1705
2	271
11	567
5	1701
3	173
0	182
0	16998
199	1414
0	1352
2	296
20	58
1	171
0	610
10	56
7	91
0	395
9	294
0	232
0	127
5	4911
66	4866
7	1884
1	2747
0	4277
6	4498
5	0
0	613
0	828
229	445
10	164
0	44
6	237
74417	2098
2	1651
120	1398
18	1396
0	105
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	143
0	1045
1	180
0	854
11	106
0	245
2	991
0	444
0	4
0	149
0	850
13	98
1	163
0	41
0	227
0	105
0	290
0	155
1	829
2	303
2	507
0	326
0	284
1	7
5	1000
31	896
0	71
1	102
1	45
2	3
6	4
8	572
4	2
0	97
31	6
12	150
58	150
0	926
299	706
0	228
5	479
0	506
3	425
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
19	0
1	1161
3	1111
2	1108
4	213
3	30
2	51
82	52
1	42
4311	2188
2	2062
0	637
0	79
0	46
1	80
19982	615
0	0
0	0
0	0
0	0
0	293
1	337
0	199
0	98
0	102
0	112
0	52
0	187
0	96
0	86
0	86
0	69
0	50
0	54
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1030
131	1497
0	395
1	439
30	1060
0	329
0	0
0	0
14	315
0	285
0	297
89	92
0	12
0	18
1	72
0	0
13	4
1	23
0	7
3	12
0	1384
207	1216
2	1357
0	1179
5	115
1	361
5	130
5	127
6697	543
4	159
9	345
752	550
0	545
21	16536
26	7347
199	11305
5	3296
0	15937
60	15952
0	5943
19	9445
0	4496
2	9508
0	16524
4	10321
1	12551
107	12814
34	5219
0	1621
0	6141
0	7889
1	9771
0	1217
0	1
1	352
0	423
1	433
0	401
0	403
0	100
1	406
1	204
0	377
9	320
0	316
2	187
0	279
0	200
0	170
144	339
0	273
0	227
0	34
0	38
0	1
0	1
0	15
0	65
1	41
0	33
0	132
1	156
6	232
0	247
1	318
1	410
0	822
5	1
1	1460
0	384
0	170
12	1609
2422	4772
1	2805
1	4720
0	940
1	3983
0	1850
1	0
0	1
0	1
0	1
0	0
42	134
1	34
0	76
0	101
0	87
9	84
0	1
2	3
3	62
10	138
58	138
0	0
0	12
0	11
0	0
0	0
0	16
0	6
0	11
0	17
0	0
1	17
0	0
0	0
0	0
3	594
1	391
0	93
0	338
0	313
1	2053
0	2006
11	2229
6	523
0	102
0	152
2	11
0	212
0	128
0	109
2	107
0	0
0	60
0	22
0	1
0	2238
1	1115
1	1594
10	4151
0	2321
1	3715
1	261
1	543
6	320
0	2749
18	1379
0	1394
0	743
0	277
261	754
0	752
38	129
1	73
0	74
1	41
1	53
0	42
5	27
356	393
0	361
17	444
6	127
0	55
0	484
5	483
0	91
1	116
1	429
0	320
1	10
0	348
20	463
0	132
0	30
0	60
0	83
3	197
0	172
0	5
137	111
0	2
0	646
1	668
0	635
0	539
0	560
0	592
0	653
1	600
0	359
4	412
0	122
0	171
0	103
0	646
0	515
0	545
0	497
0	487
28	62
0	109
1	54
0	108
0	95
6	34
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
7	340
4	420
7	12
0	137
1	146
28	158
16	73
22	19
4299	3836
58	3653
30	399
34	25
69	25
786	2851
2	2206
550	2206
0	19
0	134
0	138
0	7
1	137
0	160
0	1
0	334
0	50
7	29
0	91
0	388
0	536
0	538
1	1251
0	405
1	487
565	1368
5	273
0	264
1	38
0	39
0	230
0	36
1	54
0	2
1	102
0	27
1	24
0	232
0	243
0	10
0	7
0	7
0	13
0	13
0	7
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	2
0	12
0	11
0	11
125	15
0	10
0	3
0	8
0	12
0	3
0	810
0	7
33	90
2	798
0	586
0	792
57	512
0	227
1	114
0	594
3	457
4	144
0	194
0	703
0	219
0	474
13	332
85	621
5	100
0	89
14	539
0	455
24	510
0	438
0	459
1	82
0	339
0	275
0	313
0	67
0	247
1	9
2	143
2	20
0	29
9	16
0	47
14	42
0	30
31	209
1	242
9	396
55	270
0	321
0	160
7	358
2	197
0	185
0	197
0	174
0	11
4	15
1	191
6	203
5	4
0	89
1268	1389
8	674
0	914
0	913
0	11
0	186
3	140
0	135
10	3
8	29
0	14
0	175
0	4
0	4
0	4
0	36
0	35
0	35
11	193
0	118
0	117
0	116
29978	776
0	616
0	230
3	110
0	179
1	129
0	27
1	104
0	72
1	37
0	27
3402	771
0	674
1	703
0	27
1	76
1	17
0	4
0	42
0	16
0	0
589	410
0	409
4	0
0	0
4	102
0	72
0	198
1	0
0	206
0	277
0	255
6	12
1	900
0	970
0	1008
5	713
0	555
0	952
0	417
0	919
0	1082
0	1032
2	1027
0	1422
957	1653
1	194
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	19
0	0
0	301
0	151
0	322
2	27
0	19
0	314
0	322
0	313
0	311
4	5185
1	5176
25	1981
58	3408
0	455
2	96
1	154
0	332
3	177
2	352
3	110
1	446
1	603
0	291
0	226
0	432
0	429
0	443
0	421
0	430
0	365
0	342
1	301
2	283
0	218
1	142
7	24
1	15
0	4
0	44
5	563
0	226
17	1423
62	1119
0	87
3	1131
13	1181
0	106
0	112
0	33
0	148
0	156
0	105
0	785
0	100
0	85
11	387
86	386
1	329
0	778
0	456
2	164
0	766
0	778
0	770
0	466
986	1061
0	678
1	323
24	737
33	395
41	1098
1	344
5	75
0	713
1	0
0	0
0	0
0	3
0	8
0	9
0	9
0	9
4	0
0	2
0	1
190	9736
12	1422
0	102
1	218
0	440
1	344
0	9623
584	2
486	148
4	15
0	118
4	58
86	63
15	47
0	58
0	21
0	26
14	3
4	18
7	3625
49	3445
19	35
46	2475
8	2158
1	2073
4	2824
44	281
3	321
2	93
0	41
143	228
0	210
3	387
0	518
0	264
1	950
9	970
15	988
3	295
0	359
0	369
0	187
0	153
0	240
8	357
2	223
2	3
0	1129
2	803
3	164
2	495
9	203
2	1032
2	608
0	0
0	3
7	3
0	277
0	10
0	6
0	6
0	6
0	0
0	10
0	6
10	3
57	303
0	228
0	83
0	46
0	15
0	303
0	0
0	0
0	0
0	0
0	0
0	0
6	96
0	189
1	333
9	134
2	279
0	506
8	544
0	542
17	101
8	154
1	133
0	69
1	242
0	284
1	1062
8	37
1	212
0	152
10	187
9	402
0	316
0	843
12	293
15	1457
4	365
3	391
36	1051
0	804
0	321
2	7626
0	7759
0	8004
1323	8702
5	8656
8865	1550
0	158
1	920
49	361
7	2
46	372
12	373
23	3152
35	6748
0	5296
6	26
11	114
0	203
0	301
21	407
26	419
11	362
0	2845
1	334
6	379
58	413
7	167
19	241
1	170
0	49
10	6744
31	3916
8	2689
71	4743
8	430
23	806
0	893
0	910
0	803
12	214
0	182
0	112
1	2617
10	26
0	31
0	686
0	26
0	1035
0	41
14	25
1	155
0	57
29	1336
0	2852
2	10
0	83
1385	931
0	340
1	638
1	24
7	969
1	4
0	4
0	0
0	0
0	0
3	0
0	2
0	3
0	6
0	68
0	70
0	68
0	0
0	68
0	8
0	15
0	23
0	64
0	50
0	3
0	11130
0	9712
1	10785
0	10780
6	1005
0	1258
0	1386
0	920
0	14427
1	146
0	703
3	6
0	11295
26	499
191	15053
0	0
0	0
0	0
0	14563
3	3825
9	4
0	418
1	2054
0	529
5	3921
0	0
0	0
0	0
0	0
12	56
2	133
0	96
0	16
0	316
1240	1101
1	828
457	865
0	524
3	452
0	287
1	461
0	259
0	42
0	21
0	39
1	33
0	72
0	76
0	28
1	36
0	17
2	22
0	0
0	4
2	1
0	2
0	408
2	766
1	831
0	93
0	847
0	433
0	1757
32	2316
0	2429
97	6547
5	6323
21	5748
0	143
0	5755
0	3378
32	96
49	5842
0	10
0	330
1	7
0	5
0	911
1	911
0	391
799	493
1359	932
0	37
0	73
0	237
1	1055
0	1042
0	988
0	1016
0	67
0	102
0	55
1	1889
0	26
0	3
0	1891
2	427
2	525
0	2335
0	1031
0	585
68	639
28	633
2	500
4	525
3	541
0	507
0	648
0	743
18	706
10	95
0	53
0	13
4	65
2	106
1	501
0	77
0	45
6	315
0	259
0	112
0	80
0	58
0	63
0	191
0	56
0	137
0	233
0	125
1	102
0	79
2	28
0	41
0	57
0	40
22	2207
4	2053
11	2261
99	1631
0	2399
0	1
0	9
0	2
0	1
0	2
0	10
0	174
1	31
0	209
5	344
0	183
5	211
0	100
1	149
5	217
0	355
0	252
1	396
1	424
2	457
0	578
1	437
1	570
0	665
4	412
0	369
2	403
48	537
2	403
220	646
0	3
0	2
0	2
0	9
0	1
0	54
0	26
0	39
1	26
0	40
0	157
1	314
0	183
1	508
1	320
0	566
9	90
3	181
0	97
16	714
6	149
2	401
1	695
4	1821
56	1986
0	0
0	1
0	1
0	1
0	0
0	0
0	1
0	6
0	6
0	12
0	8
16	12
0	0
0	1
10	31
0	52
1	3
1	96
8	186
4	176
0	102
1	263
0	624
0	889
3	1155
0	1473
170	1726
8	6295
18	7233
1	7327
97	6465
1	7076
0	92
18	31
2	30
0	0
0	0
0	0
0	0
0	49
2	62
0	109
0	15
0	17
0	18
0	8
29	133
0	8
0	133
0	27
5	172
9	128
3	58
0	81
231	301
7	303
1	2994
0	635
0	1484
1	829
0	2575
0	3002
0	46
19	2883
3	1045
19	2743
0	2995
0	1738
3	56
20	872
0	1624
1	1560
1	15
0	1388
6	3146
0	685
21	182
0	7
0	881
0	1123
2472	1162
0	7442
67	3798
0	459
2853	7535
123	6820
0	157
16063	245
19	0
477	4
3	426
8	164
0	256
7	580
9	131
0	395
0	202
0	1261
0	34
2	193
3	249
1	215
3	84
14	250
0	4103
34	4075
23	23
0	32
0	314
114	335
0	11
0	23
1	23
7	86
11	385
0	342
0	483
31	309
0	546
3	639
3	694
0	587
0	517
1	589
0	871
0	813
0	642
0	647
0	256
1	517
0	478
3	428
2	375
0	0
2	227
0	160
0	6
13	1150
3	1205
3	1181
0	765
1	850
3	115
8	29
0	2
21	175
4	0
0	0
0	0
0	1
17	1
0	0
0	0
0	0
0	0
0	0
0	0
0	11052
27	8533
0	4059
11	4261
1	3391
6	10760
81	9091
15	2922
0	2834
6	64
2	88
208	1830
3	57
0	2908
0	11
41	531
1	358
2	393
0	277
0	1614
3	843
0	1590
2	1884
1	1177
1	1617
51	2615
45	18
1	18
0	50
0	91
0	154
5	602
602	859
4	1066
1058	8142
6	2821
0	733
3	3916
0	3859
1	1117
1	313
0	7982
2	0
46	24
0	74
7	161
0	20
2	12
1	422
0	143
9	580
14	303
2	100
1	14
1	7
0	1
0	2
0	0
1	0
30	7
2	0
0	10
0	10
0	3
0	10
0	0
0	0
0	0
2	2174
7	278
0	283
0	5223
155	5424
2	84
1	5364
0	5364
2	43
0	339
5	13
0	135
1	158
0	513
0	521
0	374
8	1292
256	1292
0	719
3	4506
0	172
0	139
2	61
2	2084
0	218
15	525
4	897
0	2059
1	394
0	215
1	1684
0	117
1	133
8	68
29	499
2	39
0	113
0	91
0	29
3	14
0	127
0	156
2	119
0	15257
0	15234
0	36
0	19
2	26
17	35
1	14
2	16
0	18
0	1
0	36
2915	568
1	553
6	29
0	0
0	218
0	218
1	22
0	62
3	22
0	54
0	107
0	27
0	31
0	927
0	976
0	896
0	393
1	372
4	104
1	37
8	60
0	0
0	927
858	697
2	331
11	287
0	88
4	75
3	32
0	100
1	119
0	132
0	73
0	82
0	76
2	52
0	4
1	4
0	0
2	0
0	10
0	7
1	2
0	2
0	0
625	26
0	20
0	14
0	14
0	14
0	1
0	1
0	1
0	1
0	1
0	3
0	2
0	1
0	14
0	0
0	0
5	1169
0	0
0	0
0	0
985	4
1	1
0	1
4	846
3	849
2	238
0	102
1	153
0	125
0	67
0	169
0	856
0	6
11	41
79	40
56	19
0	17
0	7
0	3
0	3
459	438
4	199
5	229
0	1
17	311
0	0
0	0
279	358
0	1
2	8
0	7
242	350
15	895
0	230
19	213
0	203
0	122
7	270
2	207
86	551
0	35
5	73
2	4531
269	6159
4	979
5	1386
17	0
2	849
0	583
0	444
1	2717
14249	68
0	1108
0	1121
1	1110
141	1120
4	997
0	1117
0	177
2	561
1	138
0	4
2	73
1	80
0	2
0	201
0	213
0	25
0	25
0	6
1	6
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	1
0	2
0	2172
1	1265
0	84
0	1812
0	1547
80	841
0	1487
0	1362
0	264
0	658
0	525
0	283
1	350
1	487
0	331
0	216
0	362
1	362
0	358
0	324
1	251
0	78
5	39
0	13
0	35
0	14
2	8
2	1609
2	1064
7	1530
0	195
5	1406
5	1017
1	1172
0	187
7	943
1	1188
3	1197
0	761
0	559
1	357
1	783
0	395
0	595
0	364
0	218
0	76
0	67
0	54
5	125
0	522
0	1412
0	1737
1	1323
0	384
0	215
1	1422
1	1056
3	1011
0	962
0	1447
0	1125
0	348
0	613
4	10
0	178
0	239
0	172
2	753
9	538
2	729
0	35
0	4
0	1512
688	1220
10	1216
0	13
0	11
3	13
0	0
4	28
478	30
480	14
9	10
22	5
0	0
0	0
0	0
430	430
5	421
4	329
2	301
0	322
0	69
16	157
1	42
0	0
5	649
1298	4447
3	992
24	4026
18	5
1	112
6	7556
1	7292
1	156
40	306
0	7564
59	7131
12	1506
54	1506
0	9379
0	5184
0	5796
0	5227
0	1667
2	121
8	335
0	331
0	276
14	980
0	5791
1	612
0	906
1	724
7	613
170	5700
0	531
31	594
0	5787
0	2211
2	550
1	1090
1	1228
2	1641
12	606
2	829
1	3
1	397
1	839
3	78
0	192
0	861
0	0
55	2790
1	629
0	1099
0	908
0	72
1	681
2	208
1	547
0	274
0	2799
5	1022
0	2075
1	2437
13	526
4	106
107	105
10	3
0	2
0	1496
0	1610
0	1595
0	33
0	1554
0	1538
0	1496
0	0
0	0
0	0
1	56
27	56
0	909
0	263
0	1234
8	533
0	118
0	1043
1	981
1	787
3	48
94	718
0	1037
0	1209
0	75
0	912
0	237
0	320
0	81
81	31693
6	744
1	1128
0	23845
3	5237
1	25472
0	18308
106	17374
441	38967
0	2712
1	2931
2	102
0	0
0	22
0	9
1003	395
0	0
0	59
0	348
33	31
0	0
0	0
243	470
2	340
1	126
4	169
1	259
1	49
0	78
3	0
7	77
9	409
0	125
2	0
1	446
0	365
79	596
7	3
0	573
4	599
4	4689
419	6240
11	6241
0	0
0	0
0	0
11	151
417	864
0	865
0	0
0	2669
9	844
4	1820
5	170
0	2598
1	433
11	195
4	241
1	1138
72	2230
4	364
1	26
0	27
1	27
4	2656
39	2653
2	1886
11	2275
0	171
9	71
0	248
0	507
2	69
0	2178
0	0
0	0
0	0
1	67
27	37
0	56
0	30
0	64
0	56
0	31
0	24
0	28
3	5
0	17
5	17
0	437
0	453
0	433
0	419
0	430
0	450
0	78
0	226
0	203
0	97
1	30
4	142
0	44
0	20
0	11
0	70
0	105
0	43
0	376
0	0
0	0
0	0
3	161
0	81
0	28
0	21
0	26
0	34
0	22
7	817
2	827
0	2
2	184
0	3
1	3
0	2
31	396
1	372
0	236
6	167
0	26
0	68
3	36
0	29
9	7
103	19
0	15
0	5
0	3
0	0
0	0
0	1790
2	100
0	134
0	122
0	93
42	1801
0	34
0	138
